-7.050615046831744, 1.8986879270031203
 -7.2531585035301305, 1.8740156960398147
 -7.454839591931485, 1.843075290669672
 -7.655464237983301, 1.8058957182520978
 -7.854839276991957, 1.7625118277824539
 -8.052772618302031, 1.7129642823253255
 -8.24907340602916, 1.6572995167634852
 -8.443552178036429, 1.5955696947820275
 -8.636021021157966, 1.5278326578281667
 -8.82629372110962, 1.454151865176168
 -9.014185911512431, 1.3745963383757
 -9.199515215395333, 1.2892405922579204
 -9.382101377886636, 1.1981645558476746
 -9.561766401717831, 1.1014535078023788
 -9.73833466711025, 0.9991979879713837
 -9.911633039178515, 0.8914937006480599
 -10.081490985617066, 0.7784414458148952
 -10.247740660606365, 0.6601470065839525
 -10.41021697972658, 0.5367210438327871
 -10.568757710866068, 0.4082790253576792
 -10.723203495568342, 0.2749410812547841
 -10.873397895498305, 0.1368319176471007
 -11.019187423907725, -0.005919272485929869
 -11.160421477350088, -0.15317897441891565
 -11.296952361203918, -0.30480938871918484
 -11.428635187705769, -0.460668567440783
 -11.555327741589855, -0.620610527774889
 -11.67689041949342, -0.7844852679332228
 -11.793185941463761, -0.9521389150396415
 -11.904079211068693, -1.1234137005451128
 -12.009436988269767, -1.2981480140112835
 -12.10912761653769, -1.4761763501775855
 -12.203020590053203, -1.657329276872752
 -12.290986425743714, -1.8414331717898904
 -12.372895843740839, -2.0283102229650547
 -12.448620319205377, -2.21777773160804
 -12.518030760851387, -2.4096481654668427
 -12.580998910928164, -2.6037281007788553
 -12.637397202223674, -2.7998177944011857
 -12.687098965510945, -2.9977106849275907
 -12.7299821947069, -3.1971920391665316
 -12.765930092452486, -3.3980388774423886
 -12.794835517803413, -3.6000193363099897
 -12.81660503441653, -3.802892825601951
 -12.831162661060198, -4.006410855256775
 -12.838455310879619, -4.21031842601879
 -12.838455312611464, -4.414356336113863
 -12.83116269069564, -4.618263907713262
 -12.816604948013518, -4.821781929664575
 -12.794835570025276, -5.024655433146465
 -12.765930110972125, -5.226635887734181
 -12.729982174269857, -5.427482718853284
 -12.687098970094922, -5.626964078419041
 -12.637397061101838, -5.824856930493105
 -12.580998974376765, -6.020946686680853
 -12.518030906726366, -6.215026645139301
 -12.448620149556872, -6.406896966959459
 -12.372895937449833, -6.596364578727323
 -12.29098635036375, -6.783241556183494
 -12.203020625049282, -6.967345503092413
 -12.109127592488038, -7.148498399439001
 -12.009436994025657, -7.32652675186245
 -11.904079208707387, -7.501261060537621
 -11.793185939998375, -7.672535846587523
 -11.676890417125653, -7.840189492859669
 -11.555327747368453, -8.00406423928509
 -11.428635181022921, -8.16400618963759
 -11.296952368182483, -8.319865379868107
 -11.160421474115738, -8.47149578522302
 -11.019187420913674, -8.618755487021993
 -10.873397900745479, -8.76150668577842
 -10.72320349183663, -8.89961583964767
 -10.56875771196147, -9.032953789151327
 -10.410216980912217, -9.161395807961142
 -10.247740658310963, -9.284821766004725
 -10.08149098740413, -9.403116210930618
 -9.91163303896062, -9.516168462906068
 -9.738334666080714, -9.62387274878708
 -9.561766402851562, -9.726128272371469
 -9.382101377572907, -9.822839317818117
 -9.199515214989164, -9.913915353941292
 -9.014185912048024, -9.99927110213215
 -8.826293720948911, -10.078826627338772
 -8.636021021017772, -10.152507419978832
 -8.443552178237747, -10.220244457924094
 -8.249073405980736, -10.28197427914609
 -8.052772618270314, -10.337639044732123
 -7.854839277045732, -10.387186590540733
 -7.6554642379839475, -10.430570480778108
 -7.454839591936835, -10.467750053210626
 -7.253158503485761, -10.498690458057295
 -7.050615046831744, -10.523362689574224
